Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal ID
18,Sup Sosis dengan Sayuran,1071,256,11.33,0.003613,0.0,0.858,0.001924,212.0,19.04,21.09,6.2,6.32,745.0,596.0,"""Sup"",""Makan Siang""","""Hidangan lezat dan rendah kalori.""",10 menit,15 menit,"""1 besar telur"",""100 gram buncis"",""100 gram wortel"",""65 g sosis sapi & ayam""","""Rebus air secukupnya lalu masukkan irisan sayuran."",""Masukkan irisan sosis dan telur kocok."",""Bumbui sesuai keinginan dan masak selama 5 menit.""",2
20,Sop Tulang Iga Sapi,655,156,9.75,0.003888,0.0,0.488,0.004114,35.0,10.57,6.75,0.0,3.58,62.0,426.0,"""Sup"",""Makan Siang"",""Hidangan Utama""","""Hidangan sederhana namun enak menggunakan 3 bahan.""",10 menit,40 menit,"""100 gram tomat"",""100 gram wortel"",""100 gram iga sapi (potongan kecil"",""diiris hingga 0.3 cm lemak)""","""Rebus daging sapi dengan air secukupnya selama 30 menit."",""Tambahkan irisan sayuran dan isi air sesuai kebutuhan."",""Bumbui sesuai selera dan masak hingga empuk."",""Sajikan dalam mangkuk dan hiasi sesuai keinginan.""",2
21,Ikan Tongkol Asam Pedas,417,100,0.63,0.175,0.0,0.212,0.124,0.01,7.04,18.39,1.9,15.24,35.0,311.0,"""Makan Siang"",""Hidangan Utama""","""Hidangan rendah kolesterol menggunakan 5 bahan.""",25 menit,45 menit,"""1 sdm cabai merah atau rawit"",""100 gram asam jawa"",""1 siung bawang putih"",""1 kecil bawang merah"",""100 gram ikan tongkol""","""Rebus tuna dalam air hingga empuk. Tiriskan dan potong."",""Dalam wajan yang sudah diolesi sedikit minyak"",""tumis bahan lainnya hingga harum."",""Tambahkan tuna dan aduk."",""Didihkan selama 5 menit.""",2
23,Rebusan Tahu dengan Kecambah,256,61,3.83,0.936,0.0,0.699,0.999,0.0,4.44,3.65,0.0,1.46,684.0,124.0,"""Makan Siang"",""Sup"",""Lauk Pauk""","""Hidangan mudah dan rendah kalori.""",10 menit,20 menit,"""120 gram kecambah"",""1 sdt garam"",""2 siung bawang putih"",""1/2 utuh sedang tomat merah"",""500 ml air"",""157 gram tahu"",""7 ml minyak goreng"",""7 g saos tiram""","""Potong tahu dan sayuran."",""Panaskan minyak dalam wajan dan tumis bawang putih sampai keemasan."",""Tambahkan air dan biarkan mendidih."",""Masukkan sisa bahan dan bumbui. Masak sampai empuk.""",2
29,Mangkuk Sushi Salmon,3314,792,67.38,0.013141,0.0,0.002286,0.0023799999999999,54.0,22.58,7.56,0.4,0.83,1.568,344.0,"""Hidangan Utama"",""Makan Siang""","""Hidangan yang memuaskan dengan kadar gula rendah.""",15 menit,.,"""87 gram ikan salmon panggang"",""5 ml kecap"",""2 g nori"",""180 g wijen panggang mayones"",""40 g nasi porang""","""Suwir salmon yang sudah matang menggunakan garpu."",""Masukkan nasi ke dalam mangkuk."",""Tambahkan semua bahan dan hiasi dengan nori.""",2
32,Nasi Pizza dengan Ayam dan Sayuran,978,234,11.46,0.0038399999999999,0.0,0.002128,0.004899,0.08,13.29,19.4,0.5,0.28,497.0,136.0,"""Hidangan Utama"",""Makan Siang"",""Makanan Ringan""","""Hidangan bebas gula"",""rendah kalori.""",10 menit,20 menit,"""100 gram dada ayam"",""1 kecil telur"",""200 gram nasi putih"",""10 gram wortel dimasak"",""10 gram buncis"",""2 sdm mentega"",""3 g kaldu jamur""","""Potong dadu dada ayam dan wortel."",""Rebus dalam air bersama dengan buncis selama 10 menit."",""Giling semuanya dalam blender (kecuali mentega)."",""Panaskan wajan dengan mentega dan masak campuran sampai berwarna keemasan.""",2
33,Kari Tuna,319,76,1.36,0.743,0.0,0.0002399999999999,0.116,26.0,13.63,2.24,0.6,0.38,159.0,278.0,"""Makan Siang"",""Hidangan Utama""","""Hidangan sederhana menggunakan ikan.""",10 menit,30 menit,"""400 gram ikan tuna"",""6 gram cabai merah atau rawit"",""2 gram kunyit"",""3 g stevia sweetener"",""10 g santan bubuk"",""9 g bumbu gulai""","""Campur bubuk dan larutkan dengan air secukupnya."",""Masukkan ke dalam panci dan didihkan sambil diaduk."",""Tambahkan tuna dan merica. Masak hingga empuk.""",2
34,Toge Telur,1054,252,6.84,0.0027879999999999,0.0,0.001075,0.001968,212.0,21.9,26.73,3.3,18.14,1.138,249.0,"""Makanan Pembuka"",""Hidangan Utama"",""Lauk Pauk""","""Menu low calorie.""",5 menit,15 menit,"""1 besar egg"",""150 gram sprouts"",""100 ml water"",""50 g bakso daging sapi"",""2 sdm saos tiram"",""1 bungkus level 30"",""1 sdm kecap manis sedaap""","""Rebus air"",""masukkan toge."",""Potong potong bakso"",""kocok telur lalu masukkan ke rebusan air."",""Tambah kecap"",""saori dan sedikit bubuk cabai. Rebus hingga matang.""",2
38,Ayam Rica Rica,915,219,14.4,0.004245,0.0,0.003199,0.005775,53.0,17.83,5.88,2.3,1.4,827.0,314.0,"""Hidangan Utama"",""Makan Siang""","""Kebaikan pedas di setiap gigitan.""",30 menit,20 menit,"""306 gram ayam"",""35 gram cabai merah atau rawit"",""15 gram kemangi"",""10 gram bawang putih"",""3 gram jahe"",""9 gram kacang kemiri"",""1/2 sdt gula pasir"",""1 sdt garam laut"",""15 gram bawang merah"",""2 g royco ayam"",""2 sendok makan minyak goreng sawit"",""5 gram lengkuas""","""Cuci bersih ayam lumuri garam dan royco diamkan 30 menit lalu kukus hingga matang."",""Haluskan cabai"",""bawang merah"",""bawang putih"",""jahe"",""kemiri"",""dan lengkuas."",""Panaskan minyak"",""tumis bumbu halus masukan gula pasir"",""tumis hingga harum tambahkan sedikit air"",""masukan ayam masak hingga air susut."",""Terakhir masukan daun kemangi"",""masak hingga matang angkat sajikan.""",2
40,Sawi Isi Ayam Udang,548,131,4.94,0.0,0.0,0.001614,0.001871,46.0,12.51,9.82,0.7,4.62,2.628,121.0,"""Hidangan Utama"",""Lauk Pauk""","""Dikemas dengan serat dan protein.""",20 menit,20 menit,"""50 gram dada ayam"",""5 sedang udang"",""40 gram sawi dimasak (dari segar)"",""1 sdt garam"",""1 sdt minyak wijen"",""10 gram wortel"",""1 sdt gula pasir"",""1.5 g lada putih bubuk"",""15 g saus bumbu rasa tiram"",""30 ml kecap asin"",""7 g sajiku tepung bumbu serbaguna""","""Kukus sawi hingga lunak"",""diamkan."",""Giling semua bahan (selain sawi) menggunakan chopper."",""Lebarkan lembaran sawi"",""beri adonan hasil gilingan"",""gulung."",""Kukus selama 20 menit.""",2
43,Tumis Buncis Tempe,466,111,4.89,0.0010069999999999,0.0,0.001747,0.001342,0.0,9.5,9.9,1.7,1.43,113.0,303.0,"""Hidangan Utama"",""Lauk Pauk""","""Masakan rumahan sederhana kaya protein .""",10 menit,20 menit,"""5 gram kaldu jamur"",""225 gram buncis"",""18 gram bawang putih"",""200 ml air"",""223 gram tempe"",""39 gram bawang bombay"",""10 g saus tiram""","""Potong-potong buncis dan tempe. Cincang bawang putih dan bawang bombay."",""Didihkan air"",""tambahkan bawang bombay"",""bawang putih"",""saus tiram dan kaldu jamur."",""Masukkan tempe dan buncis. Masak sampai buncis empuk."",""Siap disajikan.""",2
47,Sandwich,1954,467,23.82,0.006295,0.0,0.002666,0.006346,457.0,20.7,38.12,6.1,4.97,755.0,158.0,"""Roti & Produk Panggang""","""Untuk serapan atau makan malam.""",5 menit,5 menit,"""1 daun sedang selada"",""100 gram telur ceplok"",""2 lembar roti tawar gandum"",""1 sachet saus sambal"",""1 slice keju slice""","""Siap kan bahan."",""Panggang roti di pan tanpa minyak hingga mencoklat rata."",""Ceplok telur"",""tambahkan garam sejumput"",""kocok telur dan goreng."",""Susun roti dengan bahan bahan yang sudah disiapkan.""",2
48,Tumis Tempe Labu Kacang Panjang,374,90,4.04,0.831,0.0,0.0014399999999999,0.001104,0.0,7.69,7.73,1.4,1.35,0.14,253.0,"""Hidangan Utama"",""Lauk Pauk""","""Masakan rumahan sederhana yang tinggi protein.""",15 menit,20 menit,"""216 gram kacang panjang hijau"",""5 gram kaldu jamur"",""2 gram garam"",""350 gram labu siam"",""21 gram bawang putih"",""200 ml air"",""366 gram tempe"",""1 g lada putih bubuk"",""33 gram bawang bombay"",""11 g saus tiram""","""Potong potong tempe"",""labu"",""kacang panjang"",""dan bawang bombay sesuai selera. Cincang bawang putih. Sisihkan."",""Didihkan air. Tambahkan bawang bombay"",""bawang putih"",""saus tiram"",""kaldu jamur"",""garam"",""dan lada."",""Masukkan tempe. Aduk rata. Diamkan sebentar sampai bumbu meresap ke tempe."",""Masukkan kacang panjang dan labu siam. Aduk rata"",""diamkan sebentar sampai sayuran matang."",""Siap disajikan.""",2
49,Tumis Kacang Panjang dan Tauge,379,90,7.31,0.00055,0.0,0.002229,0.004155,0.0,2.03,6.11,2.6,1.46,6.0,158.0,"""Hidangan Utama"",""Makan Siang"",""Lauk Pauk""","""Renyah"",""enak"",""dan cocok untuk santapan ringan dan sehat.""",5 menit,15 menit,"""50 gram kecambah"",""100 gram kacang panjang hijau"",""1/4 sdm cabai merah atau rawit"",""1 sdm minyak sayur canola"",""1 siung bawang putih"",""1/2 gelas air"",""10 gram bawang merah""","""Potong semua sayuran yang dibutuhkan."",""Tumis cabai"",""bawang merah"",""bawang putih dengan minyak canola."",""Masukkan tauge dan kacang pang"",""beri air sedikit dan diamkan hingga sedikit layu.""",2
50,Beef Patty,961,230,13.69,0.005364,0.0,0.601,0.005642,101.0,18.88,6.67,0.2,0.93,582.0,233.0,"""Makan Siang"",""Hidangan Utama""","""Patty burger buatan sendiri yang sempurna.""",15 menit,30 menit,"""500 gram daging sapi"",""2 sedang telur"",""1 sdt bawang putih bubuk"",""1 sdt garam"",""74 g roti tawar"",""6 g lada putih bubuk"",""100 gram bawang bombay""","""Haluskan daging bersama roti tawar."",""Dalam mangkuk besar"",""campurkan daging giling dengan bumbu-bumbu dan bawang bombay yang sudah dicincang halus."",""Masukkan telur dan aduk rata."",""Bagi adonan menjadi 8 bagian"",""bentuk bulat pipih."",""Grill di pan anti lengket.""",2
52,Sawi Tumis,222,53,0.69,6e-05,0.0,0.211,0.029,0.0,3.75,9.09,2.2,2.35,0.2,524.0,"""Lauk Pauk"",""Makan Siang""","""Tumis sayuran lembut yang dapat dengan mudah dipasangkan dengan hidangan lainnya.""",5 menit,10 menit,"""12 gram bawang putih"",""5 g kaldu jamur"",""189 gram sawi hijau""","""Potong sawi dan bawang."",""Tumis bawang tanpa minyak"",""tbahkan sedikit air."",""Tambahkan kaldu jamur dan tunggu sampai matang.""",2
54,Tumis Labu Siam,254,61,5.07,0.002154,0.0,0.129,0.036,0.0,0.79,4.15,1.5,1.6,4.0,116.0,"""Sup"",""Lainnya"",""Makan Siang"",""Hidangan Utama"",""Makanan Pembuka""","""Sup tumis labu siam ini mudah dibuat dan rasa gurihnya yang segar sangat cocok untuk makan siang.""",10 menit,20 menit,"""5 gram cabai merah atau rawit"",""329 gram labu siam"",""5 gram bawang putih"",""5 gram daun bawang"",""500 ml air"",""27 gram bawang merah"",""27 ml minyak goreng""","""Tumis bawang merah"",""bawang putih"",""cabe rawit dan daun bawang dengan minyak goreng."",""Masukkan labu siam yang sudah dipotong-potong."",""Masukkan air."",""Tambahkan bumbu yang disukai (garam dan merica) secukupnya.""",2
57,Dimsum Ayam Udang,208,50,1.89,0.497,0.005,0.406,0.626,25.0,3.7,4.26,0.2,1.51,171.0,0.04,"""Makanan Pembuka"",""Hidangan Utama"",""Makan Siang"",""Lauk Pauk""","""Dimsum enak!""",15 menit,20 menit,"""200 gram paha ayam"",""100 gram udang"",""68 gram telur"",""19 gram kaldu jamur"",""4 gram minyak wijen"",""78 gram wortel"",""14 gram bawang putih"",""92 gram kulit pangsit"",""15 gram gula pasir"",""5 gram garam laut"",""144 g tepung tapioka"",""1 g lada putih bubuk"",""6 ml kecap asin""","""Cuci bersih udang"",""potong kecil-kecil"",""sisihkan."",""Masukkan semua bahan ke food proccesor kecuali udang dan kulit pangsit."",""Blender sampai halus."",""Setelah adonan halus tambahkan udang potong kemudian diaduk."",""Masukan ke dalam kulit lumpia"",""kukus 20 menit.""",2
61,Dada Ayam Suwir,1184,283,14.3,0.0054059999999999,0.0,0.002443,0.005831,46.0,18.37,22.34,3.5,10.77,783.0,455.0,"""Hidangan Utama"",""Makan Siang""","""Ayam suwir rendah kalori yg enak.""",10 menit,15 menit,"""55 gram dada ayam"",""1 sdm cabai merah atau rawit"",""1 siung bawang putih"",""1 sdt gula pasir"",""2 kecil bawang merah"",""2 g royco ayam"",""10 ml minyak goreng""","""Rebus dada ayam"",""setelah matang suwir sesuai selera."",""Tumis cabe rawit"",""bawang merah"",""bawant putih yg sudah di haluskan sampai wangi dengan minyak."",""Masukkan dada ayam yg sudah di suwir lalu aduk rata."",""Tambahkan kaldu ayam dan gula."",""Siap di hidangkan.""",2
62,Tumis Jamur Daging Brokoli,332,79,2.11,0.813,1e-05,0.453,0.559,0.01,8.39,7.38,1.7,2.95,881.0,287.0,"""Hidangan Utama"",""Makan Siang""","""Hidangan mudah dan beraroma yang mudah disatukan.""",10 menit,15 menit,"""100 gram mushrooms"",""1/2 sdt sugar"",""1/2 sdt salt"",""60 gram broccoli"",""20 gram onions"",""70 gram beef thin-sliced (cured)"",""3 ml minyak goreng"",""10 g chili"",""50 g saus lada hitam""","""Iris tipis jamur dan potong potong brokoli."",""Iris tipis bawang bombai dan cabe."",""Tumis bawang bombai dengan minyak goreng."",""Tambahkan daging"",""jamur"",""dan brokoli untuk dimasak lalu cabai."",""Tuangkan saus dan garam untuk membumbui."",""Masak hingga matang. Sajikan.""",2
63,Kimchi Jiggae,879,210,5.72,0.001002,0.0,0.001862,0.00206,38.0,26.12,17.03,0.0,5.36,657.0,746.0,"""Sup"",""Makanan Pembuka"",""Lauk Pauk"",""Hidangan Utama""","""Enak dan mudah dibuat!""",5 menit,10 menit,"""50 gram dada ayam rebus (kulit tidak dimakan)"",""1 besar putih telur"",""1 sdm bubuk cabai"",""1 siung bawang putih"",""15 gram daun bawang"",""50 gram kimchi"",""50 gram tahu"",""50 gram bawang bombay"",""50 gram jamur kancing""","""Oseng bawang putih dan bawang bombay tanpa minyak sampai layu."",""Masukin air kurleb 300ml."",""Masukin ayam dan tahu setelah ayam matang masukan kimchi dan jamur..."",""Setelah semua layu masukan putih telur"",""bubuk cabai dan daun bawang aduk aduk. Taburi dengan nori dan biji wijen (opsional).""",2
64,Bakso Kentang Fettuccine,1435,343,7.65,0.002654,0.0002,0.001072,0.001862,23.0,11.64,60.41,8.9,15.42,1.054,564.0,"""Makan Siang"",""Hidangan Utama""","""Mudah untuk menyiapkan makanan yang menenangkan.""",10 menit,20 menit,"""10 gram cabai merah atau rawit"",""1 siung bawang putih"",""50 gram kentang (daging"",""dengan garam"",""direbus)"",""1 kecil bawang merah"",""2 kecil bakso daging sapi"",""30 g fettuccine"",""45 g bolognese sauce""","""Rebus kentang dan fettuccine selama 5-10 menit."",""Tumis bakso"",""bawang putih"",""bawang merah"",""cabai yg sudah di potong."",""Masukan bolognese sauce dan tumis hingga harum bersama bakso.""",2
66,Oseng Cabe Tahu Tempe,1382,330,18.81,0.003522,0.0,0.008661,0.004466,0.0,14.3,40.29,13.5,9.69,103.0,1.099,"""Makan Siang"",""Hidangan Utama"",""Lauk Pauk""","""Ini adalah hidangan sederhana namun lezat dan kaya protein.""",10 menit,15 menit,"""200 gram cabai merah atau rawit"",""10 buah tahu goreng"",""8 kecil bawang merah"",""1 sdm minyak goreng"",""10 buah tempe goreng""","""Goreng tahu dan tempe dengan minyak"",""sampai setengah matang"",""kemudian angkat tiriskan."",""Tumis bawang merah dengan sisa minyak goreng tadi"",""masak sampai setengah makan."",""Masukkan irisan cabe"",""masak sampai setengah matang"",""."",""Masukkan gorengan tempe dan tahu"",""tambahakan garam secukupnya. Siap disajikan.""",2
68,Teriyaki Beef,1531,366,20.94,0.006623,0.0,0.548,0.005963,51.0,26.71,15.14,0.4,11.26,1.603,447.0,"""Lauk Pauk"",""Hidangan Utama"",""Makan Siang""","""Resep daging sapi manis dan gurih.""",20 menit,35 menit,"""1/2 sdt bawang putih bubuk"",""1/2 sdt garam"",""1 sdt jahe"",""250 gram daging sapi top sirloin (diiris hingga 0.3 cm lemak)"",""1/2 sdt gula pasir"",""1 sdm kecap manis"",""15 g soy sauce"",""3 g lada putih bubuk"",""15 g saus bumbu rasa tiram"",""50 gram bawang bombay"",""1 sdm minyak wijen""","""Marinasi Daging dengan kecap asin"",""kecap manis"",""minyak wijen"",""saos tiram"",""garam"",""gula"",""bawang putih"",""lada putih"",""jahe. Kurang lebih 15 - 30 menit."",""Masak Daging tanpa minyak. Sampai matang. Setelah itu beri air sedikit"",""kemudian jika masukkan bawang Bombay. Masak hingga layu."",""Hidangkan.""",2
69,Tumis Sayur dengan Telur,1586,379,20.92,0.01558,0.0,0.001171,0.001965,212.0,13.47,38.57,6.1,24.86,1.954,885.0,"""Lauk Pauk"",""Makan Siang"",""Makanan Pembuka""","""Simple"",""cepet"",""enak.""",5 menit,15 menit,"""1 besar telur"",""100 gram kecambah"",""1/2 sdt garam"",""100 gram kubis"",""1 mentimun (dengan kulit)"",""1 siung bawang putih"",""1 sdm kecap manis"",""15 ml minyak goreng"",""1 sdm saos tiram""","""Cuci bersih toge"",""kol"",""timun. Potong sesuai selera. Kupas dan cincang 1 siung bawang putih."",""Panaskan 1 sdm minyak"",""masukan telur kemudian diorak arik"",""masukin bawang putih"",""tumis sebentar"",""masukan sayuran."",""Beri sedikit air"",""masukan garam"",""saus tiram dan kecap manis. Masak sampai matang. Sajikan.""",2
71,Aglio Olio,1220,292,8.5,0.0027919999999999,4e-05,0.0027879999999999,0.001485,42.0,19.2,33.46,4.2,2.73,0.63,557.0,"""Hidangan Utama""","""Sebuah versi dikemas dengan serat dan protein.""",15 menit,30 menit,"""1/2 kecil chicken breast (skin not eaten)"",""1 medium carrot"",""1 mangkok green string beans"",""1 sdt"",""tumbuk oregano"",""1 chicken sausage"",""2 sdt minced garlic"",""11 ml minyak goreng"",""60 g spaghetti"",""3 g lada putih bubuk"",""1 sdm saos tiram"",""2"",""5 g boncabe"",""1"",""5 g garam""","""Rebus spageti sampai al dente."",""Tumis bawang putih"",""masukan dada ayam"",""sosis"",""sayuran"",""lalu saus tiram dan bumbu."",""Masukan spageti yg sudah direbus"",""lada garam"",""oregano"",""dan boncabe."",""Siap disajikan.""",2
72,Sawi Tumis Tauge,381,91,5.16,0.002085,0.0,0.849,0.002054,0.0,4.84,9.38,3.6,2.46,606.0,0.2,"""Makan Siang"",""Hidangan Utama"",""Lauk Pauk""","""Lauk yang mudah dimasak yang super sehat.""",5 menit,10 menit,"""200 gram kecambah"",""3 sejumput garam"",""67 gram sawi"",""11 gram bawang putih"",""19 gram bawang merah"",""2 g msg"",""10 ml minyak goreng sawit""","""Potong sawi"",""cuci bersih kecambah sisihkan."",""Iris duo bawang merah dan bawang putih"",""lalu tumis dengan minyak."",""Masukkan sawi tumis dan bumbui hingga matang siap disajikan.""",2
74,Bola Ikan Udang Wortel,126,30,0.9,0.242,0.0,0.205,0.00025,31.0,4.08,1.12,0.1,0.22,0.06,75.0,"""Lauk Pauk"",""Makan Siang"",""Hidangan Utama"",""Makanan Ringan"",""Makanan Pembuka""","""Hidangan sehat tanpa gula.""",20 menit,20 menit,"""100 gram udang"",""102 gram telur (utuh)"",""77 gram wortel"",""1 1/2 sendok kaldu jamur"",""5 g lada putih bubuk"",""34 gram bawang bombay"",""15 ml saus rasa tiram"",""300 gram ikan tenggiri""","""Kupas udang dan buang tulang di tenggiri."",""Campur semua bahan dalam food processor dan bumbui sesuai keinginan."",""Buat bola-bola (masing-masing sekitar 25 g)."",""Masukkan ke dalam kukusan dan masak selama 20 menit.""",2
75,Rebusan Ayam Saus Tiram,1377,329,12.76,0.0043289999999999,0.0,0.003663,0.003508,83.0,29.87,21.29,0.2,15.02,1.199,284.0,"""Hidangan Utama"",""Makan Siang""","""Lezat"",""sumber hidangan protein.""",10 menit,20 menit,"""100 gram dada ayam"",""1 sejumput lada hitam"",""1 siung bawang putih"",""2 gram daun bawang"",""1 sejumput garam laut"",""1/2 sdm minyak goreng"",""1 1/2 sdm kecap manis"",""1 sdm saos tiram"",""10 gram bawang bombay""","""Campurkan saus tiram"",""kecap asin"",""merica"",""dan sedikit air dalam mangkuk."",""Potong ayam menjadi kubus dan rendam dalam saus."",""Tumis bawang putih"",""daun bawang"",""dan bawang bombay dalam wajan dengan minyak. Aduk hingga harum."",""Masukkan ayam yang sudah dimarinasi dengan saus dan garam. Rebus sampai daging berwarna cokelat muda.""",2
79,Tumis Udang dan Bakso,686,164,3.98,0.001209,0.00011,0.776,0.0012909999999999,106.0,17.68,14.18,3.4,5.68,732.0,526.0,"""Lauk Pauk"",""Makan Siang"",""Hidangan Utama""","""Hidangan bergizi untuk makan siang.""",10 menit,20 menit,"""80 gram udang"",""118 gram wortel"",""120 gram kembang kol"",""1 siung bawang putih"",""30 gram bakso daging sapi"",""30 gram bakso ayam"",""3 g lada putih bubuk"",""2 sdm saos tiram"",""5 gram cabai merah besar""","""Cuci udang dan kupas. Potong sayuran."",""Tumis bawang putih di wajan yang sudah diolesi sedikit minyak sampai harum lalu tambahkan saus tiram."",""Masukkan udang"",""bakso"",""dan sayuran."",""Bumbui dan didihkan sampai matang.""",2
81,Tumis Sayuran dengan Ayam,824,197,1.54,0.359,0.0,0.507,0.439,6.0,6.04,114.19,5.1,10.03,472.0,726.0,"""Makan Siang"",""Lauk Pauk""","""Cepat dan mudah untuk menyiapkan hidangan untuk makan siang.""",10 menit,20 menit,"""1 irisan tipis ayam"",""100 gram wortel"",""1 siung bawang putih"",""1 kecil bawang merah"",""1 bonggol jagung kecil"",""3 g lada putih bubuk"",""1 sdm saos tiram"",""100 gram sawi hijau"",""20 g tepung maizena""","""Potong-potong ayam dan sayuran."",""Tumis bawang putih dan bawang bombay dalam wajan sampai harum."",""Masukkan ayam"",""aduk sebentar hingga daging berubah warna menjadi putih."",""Masukkan sisa sayur"",""bumbu"",""dan tepung maizena yang sudah dilarutkan dalam air."",""Masak hingga matang lalu sajikan.""",2
